,X1,X2,X3,X4,X5,X6,Y
24,0.5661410373,80.9185152641,0.5949902115,DA,88.2981039351,975360.757205635,0
25,0.8341287151,33.5657685995,8.451460693,DA,45.0766090304,102110.547246411,1
26,0.2883265628,76.4289214509,7.5057674665,DA,10.5010383064,697111.928137019,0
27,0.6256338423,61.5184612107,4.2941419827,DA,60.1975401165,524794.380180538,1
28,0.2559844262,31.4838003833,4.5768575231,NE,63.6804085458,324890.938121825,0
29,0.7228630183,3.4970640205,3.6275166692,DA,20.0391033432,550791.833084077,1
30,0.5075007181,83.3253687248,-4.5722737536,NE,44.4586964557,297659.120988101,1
31,0.3368690761,42.7138538565,0.7265832741,NE,85.2708629798,147333.269240335,0
32,0.3010939793,42.6987164887,-7.6519637601,DA,83.3384791622,205162.124708295,1
33,0.9376139566,79.9438714748,-2.5941995531,NE,29.5064361766,795255.375327542,0
34,0.7746710766,72.8042259347,-0.7698425744,DA,63.3006101241,399649.389786646,0
35,0.4425355326,98.8730184501,-7.3958388902,DA,37.5853124307,143180.651823059,1
36,0.4893340971,55.1588835428,5.1094355108,DA,43.5584991938,724608.80712606,0
37,0.7759862288,13.5963326087,-1.6049358249,DA,78.2010833966,872793.94059442,0
38,0.0157428076,83.0135708675,-6.267444226,NE,0.5237615434,376316.122012213,0
39,0.3770998898,65.6369531294,-5.2345580049,DA,74.9205046101,359256.643103436,1
40,0.9797681391,30.6933464948,-9.5519223297,NE,29.5742161572,284304.599743336,1
41,0.6882020861,26.6057041241,-7.8742906777,DA,32.0298898499,462284.4804544,1
42,0.3896808501,89.6480484167,5.2765505295,NE,40.864955727,219250.825699419,0
43,0.7270582963,99.029031815,1.5334157506,NE,59.1492772801,908990.102820098,0
44,0.6631169133,12.4496158212,0.7358736685,DA,18.9764783485,356950.278859586,0
45,0.1568366173,69.9556909967,-7.6656880509,DA,0.6190548418,601993.256481364,0
46,0.2639211295,46.2274600053,-4.8332144506,DA,42.791746743,555979.903321713,0
47,0.3875812292,92.8311761469,-4.3046137178,NE,24.8640818987,452769.591240212,0
48,0.1980892932,73.8590444671,6.1672864575,DA,2.1015677135,542291.307356209,0
49,0.1010961295,53.8847363554,-8.2622764166,DA,26.1109818472,770152.889424935,0
50,0.1158566931,54.2731946101,-6.6636477923,DA,38.971871417,560569.436755031,0
51,0.1494978624,47.8496694239,7.9234400112,DA,91.6494003031,142264.438793063,1
52,0.8864720024,89.6098900121,4.453740553,DA,95.3404273838,847934.891935438,1
53,0.1625615801,33.420203533,-2.0612282492,DA,66.9182355283,622221.854515374,1
54,0.4504776068,89.322799514,6.2219194882,NE,76.4609556179,944622.368784621,0
55,0.9830426227,43.1288134307,-7.4878405407,DA,24.0403513424,292613.889323547,1
56,0.0563046879,50.4286303651,1.827445603,NE,78.3128461335,786610.786570236,0
57,0.8659895929,21.10035636,-0.8721942501,DA,99.5849083178,374099.143315107,1
58,0.5157653613,34.4181377674,-5.7666406641,DA,64.440892986,904883.221024647,0
59,0.3433679789,36.4715007367,1.1873041792,NE,25.4316475941,165938.585530967,0
60,0.569185674,70.9427797236,7.2481970675,DA,1.4150091913,634401.622461155,0
61,0.4780670477,8.3191867452,-0.3436843352,NE,44.2613331834,953711.468959227,0
62,0.4153051141,25.8743352722,-8.0244031455,NE,98.734693299,646107.144188136,1
63,0.035118555,83.4425569279,-0.7237497717,NE,72.4578994559,948093.419661745,0
64,0.1654150574,27.1890876815,-7.2074965201,NE,98.8075570669,722655.259305611,0
65,0.4589843375,91.4204289205,7.8238679608,NE,88.4854693897,240609.17692259,1
66,0.9850590387,34.3586415052,-6.7230808875,DA,4.5649375534,97946.0433591157,1
67,0.6758198414,26.8812754657,6.1267320206,NE,79.5724067139,765485.045965761,0
68,0.7722320026,16.7990356218,9.8956643697,DA,1.1644619284,289963.045390323,1
69,0.1558760516,42.7660383983,2.206525458,DA,0.0484496355,262064.506765455,1
70,0.7326834244,79.1276122211,2.4133712007,DA,5.4157820297,648934.72706899,1
71,0.9758052758,97.5601735525,-3.2253983244,DA,94.8139343876,891186.443623155,1
72,0.6161828502,54.4149182504,3.4999691835,NE,32.7686047414,74446.1345020682,0
73,0.7737120504,11.5578600671,-5.2249929309,NE,34.3846595148,441422.744188458,1
74,0.2111126466,17.6899381448,-9.7693342157,NE,19.4484327221,343506.626784801,0
75,0.123220179,66.0905051278,-6.5721136192,DA,65.4305606615,114718.344761059,1
76,0.9989935718,63.160746987,-4.9339819513,NE,38.7955554994,342739.232815802,0
77,0.6118956183,1.2134287739,4.823449119,DA,0.6724683568,826418.08129847,1
78,0.1990163291,20.2470234362,-1.116155968,NE,9.5085566631,555013.872683048,0
79,0.1340066358,93.4365598252,4.4601355353,NE,54.5968626626,344077.855348587,0
80,0.885719585,83.865405689,9.5331317419,DA,97.9867867194,668172.440491617,0
81,0.3211434118,52.645638166,2.4307194538,DA,57.8199839219,901380.185270682,0
82,0.2480763283,9.4470973825,-4.9810456671,DA,45.421761577,422788.700321689,1
83,0.98636601,55.8924082899,-5.4186918447,DA,93.9008607063,795636.330265552,0
84,0.6926791896,80.5805485696,-2.3515467439,NE,29.5861228835,663607.457187027,0
85,0.7527219139,9.7318462795,9.5339333406,DA,8.1913902657,468573.143705726,1
86,0.2974828295,36.843616562,6.3892269693,NE,2.7282795869,629964.225227013,0
87,0.6639671545,84.5865888288,-0.3847912,NE,28.2230917364,164633.45149532,0
88,0.4364285155,15.0141359773,-6.6225803318,NE,96.8753471505,654870.374128222,0
89,0.3977294681,82.3865982471,4.3385511125,DA,68.3380393079,974829.682148993,0
90,0.3973282704,47.2791712731,-2.5743895583,DA,28.304105089,257264.279294759,1
91,0.5026518912,12.9744001431,3.6494228244,NE,90.6885808567,160248.643020168,0
92,0.7580974323,81.6419107839,1.4851846779,NE,37.9394987132,632774.182828143,0
93,0.236502181,48.7659106497,-2.1606611554,NE,25.4665376386,434637.706028298,0
94,0.5412079308,97.8693072218,-1.1338174995,DA,82.5485548005,679758.869111538,0
95,0.7123655193,55.6712619495,4.646088928,NE,84.4946970465,389204.344013706,0
96,0.2553390111,9.394477657,0.8533155452,NE,7.3043006705,924396.324902773,0
97,0.3025478832,72.7156300098,-1.4340587286,DA,54.7280597501,817808.024352416,0
98,0.4821557489,54.5095631154,-6.9127506297,NE,58.0264284508,323613.465763628,0
99,0.9869697713,56.766941282,-4.4448096817,NE,96.1342253489,141864.892560989,1
100,0.170212979,65.9582217457,0.7252174104,NE,85.3763767518,138433.655491099,0
101,0.1591470202,19.4630345562,-1.0134622455,NE,20.9833801957,846235.364675522,0
102,0.3136207161,61.1576221883,-2.4197706487,NE,28.3674340695,548833.674285561,0
103,0.911738721,65.9878643695,-9.3053269433,DA,22.3715946777,86131.9219693542,1
104,0.5322966261,66.5871437872,0.9171652934,DA,4.7225914663,648514.649597928,0
105,0.7401132786,79.3604674283,-7.7009327011,DA,24.5662671048,73605.4116860032,1
106,0.2159075502,29.8873725114,2.5100106047,DA,4.2834540363,241018.428467214,1
107,0.1465521599,9.4130608253,2.7710914798,NE,61.8755263509,482496.594311669,0
108,0.051754724,52.4901242461,0.7863241434,DA,55.2874661516,793537.509860471,0
109,0.8897396128,86.8970212061,-7.582910764,NE,56.6920804791,603469.508001581,1
110,0.4215101104,99.8529047472,1.5340595692,NE,29.059175076,133905.459893867,0
111,0.6702735503,62.4987035524,8.7660636241,NE,16.1520522786,160195.677774027,0
112,0.4917881994,18.763181637,-6.2175552128,DA,88.4471773868,12852.7309279889,1
113,0.9068124532,75.7042324403,8.0007635104,NE,77.8183831135,96155.239501968,0
114,0.1969959482,59.5396556659,3.469120902,NE,81.7134345882,661697.664065287,1
115,0.6563117194,89.3697045976,-8.2465714356,DA,79.7044272069,165643.155574799,1
116,0.3615970414,91.7885466013,-3.5793269658,DA,21.5763686458,497746.993554756,0
117,0.4693255767,72.0873289276,-6.2922220677,DA,32.5767436996,195938.148535788,1
118,0.1293633035,77.31629482,-3.7197813066,NE,84.4801243395,2172.423992306,0
119,0.5872454564,79.5953452354,0.0290354621,DA,55.4803770967,650376.186706126,1
120,0.3949986382,42.146592075,2.6554057607,NE,30.1780031994,388234.76433754,0
121,0.4111785816,87.0075251907,-1.7362497514,DA,16.693788534,229692.138032988,1
122,0.329635574,27.5880556786,-8.4623742569,NE,24.3072671583,790173.567831516,0
123,0.1206669118,99.8038274469,9.67894834,NE,99.0086516133,888296.358752996,0
124,0.6756374883,87.8550886177,6.6603539884,DA,2.4922631681,703820.137539878,0
125,0.4426767216,57.5502187712,2.5344746327,NE,48.7189533655,918232.614174485,0
126,0.4371600756,85.1644407026,-9.506064551,NE,99.40759663,432283.976813778,0
127,0.2166380459,20.9449123358,6.6249636747,NE,36.0495439498,760998.529847711,0
128,0.5324327957,11.4297425142,-7.7865147218,DA,38.4085995145,952801.600331441,1
129,0.8487947485,50.9014768526,7.6895911805,DA,31.0688192258,70087.336236611,1
130,0.1725119341,52.0077391993,-6.4749750914,DA,72.58854541,803291.046759114,0
131,0.0401161392,6.4299123129,7.1254152292,DA,21.2347625755,392378.069227561,1
132,0.9409746458,37.2718186583,-0.4368511681,DA,36.1333151115,660558.892879635,1
133,0.0266089325,45.5779569922,-5.3763604118,NE,41.3471132284,406895.888736472,1
134,0.3622687485,56.1343951849,3.5328882793,DA,18.1769253453,75782.4401371181,1
135,0.0494882539,13.2299126359,-6.2321668025,NE,42.0153851854,777204.056968912,0
136,0.67352338,9.4190306496,9.8878065497,DA,60.1631848607,928354.651667178,0
137,0.9043324708,6.3377798302,3.1823937409,DA,29.1229156777,892640.142235905,1
138,0.6128850481,59.8672180669,-4.5998044498,DA,94.3018721184,542687.165783718,0
139,0.4200430072,77.2877572803,-4.5896635856,DA,89.0931042843,799167.768796906,0
140,0.9215380012,94.7416160023,-1.4713670313,DA,69.1110847285,689465.591916814,0
141,0.5114222337,50.9381738259,-4.1719772387,DA,1.3646023814,67293.3829482645,1
142,0.9255477113,7.0450383006,1.1215934157,DA,76.9141371362,132033.658213913,1
143,0.9640929953,64.807927236,-5.9677474992,NE,68.2569732657,790057.834470645,0
144,0.5476842176,36.6376332939,-0.330251283,DA,29.3755890336,809194.968314841,0
145,0.8021621709,18.6819884926,-0.0149774132,NE,1.8933626823,6963.0271755159,0
146,0.5383592388,78.9025371429,-7.7678772388,NE,28.7904838799,73898.2686307281,0
147,0.0902629555,63.5701062158,-1.9933953555,DA,38.1641399115,388957.006158307,1
148,0.6551462193,57.3401995935,9.3870405527,DA,67.8050089395,522472.709417343,0
149,0.0868197284,32.8247125959,0.7459549885,NE,38.0016970681,846789.987292141,0
150,0.5944546445,9.2410563258,9.7711441014,DA,42.0535164652,714614.044409245,1
151,0.1790521862,50.691931136,5.8309439942,DA,52.4973671185,345837.939996272,1
152,0.7918336194,60.0170380669,-2.3092353996,DA,44.5782665862,11071.4980401099,1
153,0.4027604656,75.7010722067,-7.6858068909,DA,24.3110283511,403433.579718694,0
154,0.1056817023,9.112386941,9.7296426352,NE,62.6829660265,63356.323633343,0
155,0.8794047306,65.3955819318,-9.4909999892,NE,66.5463186102,612238.319357857,0
156,0.2948024441,66.0791285569,0.8854175825,NE,11.660995055,336691.569304094,0
157,0.1566857074,46.2772027589,4.1247949004,DA,67.6870331634,369425.822747871,1
158,0.2915091696,4.0530874394,0.9380627563,DA,49.1161322221,230904.757510871,1
159,0.3060352139,5.7279199362,1.5295891557,DA,92.6692732377,171618.858352304,1
160,0.3493600243,57.2992320638,2.9269368574,NE,2.8550787829,263790.527591482,0
161,0.148029462,33.327991562,-1.02087548,DA,2.2270297166,513763.69362697,1
162,0.7278967218,33.9284611633,-0.2177729784,DA,86.0623603221,905690.735206008,0
163,0.0563925197,98.7820791313,-4.6937439498,NE,43.6661419226,93829.8332039267,0
164,0.8386867947,70.2708365163,-2.6616951171,DA,33.8497571182,89893.1249976158,1
165,0.2310808247,46.950296429,4.3471598951,NE,99.7306862846,836654.65307422,0
166,0.9769059487,54.5827221125,0.702387644,DA,4.5000858139,948318.944778293,0
167,0.0683280909,60.1775919786,9.7281433735,DA,98.7084075343,802828.379441053,0
168,0.7548991854,12.3581842519,4.8792053666,DA,51.3741005678,131119.445199147,1
169,0.3954696241,91.6245476343,-8.8121690974,NE,20.7997781923,471871.069166809,0
170,0.2408185296,66.0432957811,-6.0098165879,NE,59.5207657432,474563.159514219,0
171,0.91154935,6.3492698362,-9.0273806546,DA,56.5423084889,251578.496303409,1
172,0.0225760024,77.452600468,-9.8274834733,DA,15.1995875407,307336.712256074,1
173,0.1380704092,18.0551153142,-7.3816674948,NE,7.4340319494,260967.786423862,0
174,0.7972941331,58.876195061,-5.8210939961,DA,95.9057018626,350555.285578594,1
175,0.0753534264,44.9721187586,6.8727237871,NE,25.1072100131,600546.585628763,0
176,0.3553649099,51.6295659123,9.6653241245,NE,19.1403757548,555961.082456633,0
177,0.7656393619,71.4730950072,-6.9137856318,NE,39.9544248357,394670.579582453,0
178,0.8245614395,0.6928915391,7.8708101436,DA,7.8002054943,713524.541817605,1
179,0.2132088409,0.7513783174,-8.001289987,NE,98.395874491,637018.641456962,0
180,0.0308229921,72.725873231,4.5506817382,DA,5.3212996805,208966.021658853,1
181,0.9685084522,10.3081560694,-0.2683160175,DA,11.1350842984,953666.797140613,1
182,0.5902034175,21.1730389856,4.4519006647,DA,87.0778554818,978458.714671433,1
183,0.0507513857,38.2969793398,-5.9344264399,DA,82.8569005243,416056.315414608,1
184,0.886310617,1.711908984,-1.2534482917,DA,24.0373925073,931212.938390672,1
185,0.2272972588,30.1120578777,2.7425929718,NE,72.7036983706,650656.902929768,0
186,0.3894596263,77.1021119086,7.009844142,DA,27.5136388373,199216.141598299,1
187,0.6739667284,39.773202152,-0.6187054189,NE,82.0292805089,795206.658542156,0
188,0.7957755271,31.7529784748,-1.7169139348,DA,65.2164003346,809619.744541124,1
189,0.586352905,90.9708278254,-4.3092598487,NE,34.5286594704,60331.0358710587,1
190,0.4244666193,64.2245203024,0.0412755134,DA,35.0329024019,905108.739854768,0
191,0.0584961318,95.4489784315,-9.5293357968,DA,58.8012115797,57221.8762245029,1
192,0.4955230525,70.0353176566,1.9279177254,DA,83.2276246045,678065.540967509,0
193,0.5101410565,86.4649891155,0.1703080209,DA,43.1331761181,190551.704494283,1
194,0.9946400153,80.8748643612,-2.7514035953,DA,40.291747381,5352.7320269495,1
195,0.9601070499,60.0538724335,3.6458637519,NE,86.2954354379,68442.290648818,0
196,0.9973602006,67.9192479234,-3.1697562663,DA,52.2335566115,825351.378880441,0
197,0.7598604208,48.2976488071,-4.3795272661,DA,26.4721240848,247349.889017642,1
198,0.114573187,44.1546693677,-1.099941656,NE,98.4221081482,34392.1026214957,0
199,0.5999979747,14.9728827411,5.2029695641,DA,66.1421077093,843663.46639581,1
200,0.6600630956,80.2645472344,-5.7123264158,DA,90.41767288,351166.752632707,0
201,0.999429774,1.4023258118,3.5208362527,NE,45.8031229675,937312.574125826,0
202,0.1255432179,70.6045738189,-6.4983530063,DA,75.3241676604,636980.481911451,0
203,0.5099973395,88.104506582,6.4529954735,DA,66.8705635471,55883.8292490691,1
204,0.6663396975,10.4198697256,2.7673811838,DA,27.8482273454,852401.780663058,1
205,0.5371423319,26.9187559607,3.229587446,NE,4.6232515946,498177.016619593,0
206,0.1100389266,99.7485948727,-6.9317335589,DA,64.6531278966,375483.006238937,0
207,0.7542603971,95.0843260624,-1.362207965,NE,82.0208284305,221395.265776664,0
208,0.0415008166,10.8363139443,-5.8212661184,DA,16.7096527526,199742.366792634,1
209,0.3544807138,1.7680777004,5.0527007505,DA,45.3213925706,167870.528530329,1
210,0.7982968313,0.8219138719,7.3465361213,DA,52.3238725495,303511.861246079,1
211,0.6403227767,25.6678837817,4.7858956084,DA,32.5897658709,851753.96502018,1
212,0.9286776891,40.5521514826,-5.388917909,NE,98.5520153539,497043.414274231,0
213,0.7460249329,46.5771555668,-1.5821370995,NE,2.5326683884,598711.864324287,0
214,0.3643447999,90.4310236685,0.1108066225,NE,7.6044886373,655679.086456075,0
215,0.3285760363,74.5050994912,-6.8686548481,NE,75.408243807,322925.740620121,0
216,0.3316778487,15.8241246594,6.9742964255,NE,60.6608374044,337790.25147669,0
217,0.2862915739,7.1647869656,-1.7121604178,DA,64.9140937254,162370.555801317,1
218,0.1606725785,34.5162786078,6.0236957576,DA,1.37205543,510805.522557348,1
219,0.0442399632,50.7848767098,1.015740158,NE,64.0891488176,277813.355671242,0
220,0.1033089275,61.0139540164,7.1219358407,DA,88.7150295777,119225.655682385,1
221,0.5121718575,32.4987210566,6.4673069399,NE,51.9407491665,356433.040695265,0
222,0.5549891156,38.2800076855,9.3732492672,NE,13.9481815509,427639.280445874,0
223,0.4419831508,25.8951106574,-4.9333079206,NE,12.3646941269,42291.9075936079,0
224,0.2635914204,80.0267307088,-8.2423989382,NE,12.5284078298,799963.500816375,0
225,0.7114955646,88.7879180023,-5.0309969019,DA,14.0241724905,505667.386576533,1
226,0.4427862149,32.4310647789,-4.979476775,NE,71.7917789007,653614.499373361,0
227,0.5460222412,60.2153053042,2.7435400011,DA,41.4508212823,760190.455475822,0
228,0.5757982559,65.9664668143,-9.7050380474,DA,27.6721970644,737837.213324383,0
229,0.3162044443,93.2851848425,-3.9045695355,DA,71.2619653204,938497.885828838,0
230,0.0965678403,8.2937065279,-1.4182026219,NE,52.8130441206,41146.9656974077,0
231,0.8028681893,34.0698094107,-1.6051908396,DA,63.1411940325,343333.04874599,1
232,0.4337410664,47.3612263333,-4.0463990625,NE,92.9135912331,372910.856967792,0
233,0.8462859069,18.1376034627,-5.5393103091,DA,7.7117230278,549140.047980472,1
234,0.714022503,21.1602321826,-5.7673982903,DA,98.4120015055,341096.128104255,1
235,0.4294907292,61.1365658231,6.0136754066,DA,47.7042043349,128710.392862558,1
236,0.763821664,75.0044842018,7.2865698021,DA,23.4547307948,96603.766316548,0
237,0.3870972574,41.2326282356,7.6075393101,NE,76.8037744798,368838.158901781,0
238,0.3651559788,48.2112142257,9.3838514667,DA,21.6806709301,864776.103524491,0
239,0.1168140105,32.4905880028,5.3653572546,NE,92.3428192269,293332.829838619,0
240,0.2411743337,37.9173050169,-5.8565547317,NE,76.5003484674,893044.632161036,0
241,0.3787047099,12.70971864,-4.0230431315,NE,82.6944231289,198101.153131574,0
242,0.94524178,5.4574887734,-0.1013355469,DA,87.7358013997,307374.628493562,1
243,0.2071848752,61.2629208714,-8.4063250804,DA,75.2342171036,263239.68404904,1
244,0.0011415456,40.4320862377,0.4736903682,DA,40.2787844883,56324.1136260331,1
245,0.8801213265,27.2303069243,-4.9008330423,NE,63.4641324636,417598.812375218,0
246,0.7463462509,61.1343264114,-6.1784323398,DA,90.4628596734,820585.572393611,0
247,0.9096223402,87.787361443,3.3407493867,DA,88.5084482841,540526.397991925,0
248,0.9281872048,66.847444186,4.0145183774,DA,88.630762347,272501.675412059,1
249,0.2347755064,81.1318217777,0.8538499149,NE,56.8217559718,8203.3865619451,0
250,0.0022067204,79.9526795745,0.8656906756,NE,41.7849692516,252372.053917497,0
251,0.6930255801,42.5703593064,-7.2657411732,NE,21.2877036305,152388.998772949,0
252,0.7948025214,53.2413475914,-7.9299806245,NE,83.7985837832,196060.04585512,0
253,0.1229291761,27.2347659105,5.2552493848,DA,60.9414244303,837683.638790622,1
254,0.1615082324,98.5236068722,-0.4895471083,DA,84.3319919892,864119.559992105,0
255,0.3183708452,36.1955559347,3.6042858241,NE,20.8899047226,733272.516168654,0
256,0.2524927899,72.5446394179,-2.106859833,NE,29.3161590816,152285.17097421,0
257,0.3607538622,18.823172641,-3.712433679,NE,80.4229585221,950290.147447959,1
258,0.3827210893,98.7632237375,6.1646838626,DA,14.5772130694,254466.742044315,0
259,0.7032882315,11.7140818387,7.9047388351,NE,93.6265841126,962256.344035268,0
260,0.4874250256,75.782726449,-3.7911578128,NE,7.812468987,66815.9988708794,0
261,0.7918679658,34.3514408218,-6.9345031027,DA,87.6877313945,153829.82394658,1
262,0.1503163902,52.3752736859,2.1105208946,DA,55.0695802085,673904.72930856,0
263,0.5861983909,60.9616085654,-5.342737399,NE,5.8243415784,439531.782642007,0
264,0.2207367127,22.02707408,2.3876336729,NE,78.9418154163,540761.663811281,0
265,0.5210367402,66.2864976795,7.6928403601,NE,59.58182225,527463.49060908,0
266,0.5970066707,14.7063933313,-7.5931388326,NE,32.3157837614,160393.686266616,1
267,0.6532656634,7.9547808273,2.1574032772,DA,21.3745780289,39399.6660131961,0
268,0.3412846911,66.60720238,3.8167807134,DA,85.4240745539,646365.433931351,0
269,0.9830364627,80.3421089659,6.8178172456,DA,27.7873252984,332465.414656326,0
270,0.7030584367,70.5584746785,-3.786850241,NE,55.3291675402,228069.998091087,0
271,0.0255002854,24.3832957698,-4.2605953384,DA,61.9344193721,488055.906957015,1
272,0.3242680237,30.3117626347,-4.3150851643,NE,83.7452703854,529213.218484074,0
273,0.9518358312,51.8415752798,-0.5110513791,DA,46.8193203676,735186.975216493,1
274,0.8663538261,69.0656351391,-2.4487733189,NE,72.6265009493,769494.258798659,0
275,0.3403468456,30.7407367509,-3.1934397155,NE,24.4693751214,700620.132964104,0
276,0.7131403738,75.7929735119,-8.9986124169,DA,59.9804453086,763222.421053797,0
277,0.3009679222,82.5371341547,-9.2220789008,DA,0.2680761972,540828.360477462,0
278,0.2418090617,88.4948280407,7.1536584804,DA,98.7843931187,369735.706131905,0
279,0.352447497,69.2295453278,1.2845536927,DA,74.5810391381,818981.982767582,0
280,0.3565742574,25.1032650238,-5.0104647083,NE,39.3752537202,181666.003074497,0
281,0.8614536971,54.128363682,-3.0275042355,NE,84.5822451869,344751.498196274,0
282,0.3905630286,38.7843639124,-4.0921185445,DA,48.67376287,434873.14786762,1
283,0.6132538379,82.2811603313,-0.4294635355,NE,4.2468056083,811347.221722826,0
284,0.0831606661,99.6696114773,-6.513747503,DA,68.5534958495,243633.74337554,1
285,0.1748226709,75.7473507198,1.1670947261,DA,89.1892223153,122577.143833041,1
286,0.3351956047,11.1833615461,-9.9743562285,DA,35.0935160415,662204.459542409,1
287,0.7380945988,39.4835209707,4.1370700207,DA,42.7406243514,532370.490720496,1
288,0.244276871,43.7986501027,0.0540988939,NE,90.0964358123,769044.240005314,0
289,0.5528066796,90.100589185,0.1509473333,DA,65.9256180283,934895.210899413,0
290,0.4928890523,23.9354567602,6.8049616832,DA,48.9879273344,789629.292441532,1
291,0.3143204495,59.981969092,9.598658951,NE,71.5128928889,433077.870169654,0
292,0.5812525798,97.2656734055,9.9286259199,NE,66.0571916727,682268.474716693,0
293,0.7325017864,74.5042523602,-0.1062119287,DA,90.6548197381,97879.6554263681,1
294,0.2701399862,23.8241966115,-9.5972668286,DA,27.849761094,603693.91227141,1
295,0.2081376289,38.5971575975,-7.9177830834,DA,1.373080886,512721.059611067,1
296,0.9027369472,68.4005562915,5.7858349569,NE,24.7147123795,227189.732016996,0
297,0.1525385324,39.119738061,2.0325382613,NE,98.904939252,789664.227282628,1
298,0.2829538051,48.4361451352,-6.9870729186,DA,79.2150103953,105223.484570161,1
299,0.9859470613,92.4550673924,-7.323789075,DA,94.9730491731,803943.177917972,0
300,0.3312135858,16.0343807889,-4.9560130341,DA,12.2945569456,638565.330067649,1
301,0.3294047178,63.8474300038,-2.2934917873,NE,77.5341390166,135780.512122437,0
302,0.8786520138,54.3016996235,-2.244469854,DA,26.7149288673,361307.977931574,0
303,0.0196428259,5.3069602698,-1.6801855247,DA,84.7229355946,592246.586224064,1
304,0.3688232489,11.5142791998,-4.907300747,NE,10.0290120812,276788.456365466,1
305,0.2915646508,30.7915636338,-9.2843492515,DA,0.2425146289,144131.44858554,1
306,0.7529732627,27.6976326015,-3.7060671905,DA,29.49229714,747100.561857224,1
307,0.7693505574,58.2295725821,0.4225305049,DA,86.9269963587,987731.097498909,0
308,0.7851604894,84.9186082138,-0.0859672669,NE,33.3153938176,533335.628686473,0
309,0.1418612346,44.1968051717,2.0560340537,NE,16.5820985101,174029.571469873,0
310,0.9152723476,9.392048209,2.2620879859,DA,73.1891196687,811537.414556369,1
311,0.1537848443,62.7625138033,-8.0807035835,DA,32.5975837884,411843.89567934,0
312,0.8406550565,19.8693823768,6.7064121179,NE,77.1437800024,24866.5406834334,0
313,0.0488412157,36.9101772085,-5.3599639749,DA,11.0902355751,478111.819829792,0
314,0.4078232651,22.943295422,-8.9548640884,NE,15.7309009461,446048.365207389,1
315,0.0254717087,65.7470851904,-0.909661334,DA,41.6408753954,624955.588951707,0
316,0.0343492143,39.8868677439,2.7305745659,DA,34.6269547939,269196.17713429,1
317,0.3861193222,24.7450083494,3.2469637459,NE,77.3956115823,866272.775223479,0
318,0.3562226866,3.0169492355,-0.0977935735,DA,22.5842455868,312064.047902822,1
319,0.9662900991,35.3673233418,-8.440317153,NE,75.3705785843,724350.359523669,0
320,0.7932185398,48.3213297557,5.6716813473,NE,31.8028394599,527979.82073389,0
321,0.6121284314,62.9927651724,-4.479353698,NE,36.6046104813,251312.022330239,0
322,0.1063233954,91.9744140934,1.9107968779,DA,46.970432275,540928.464150056,0
323,0.7964082656,83.8022673503,7.4107246799,DA,41.6609841865,27125.9711589664,1
324,0.1819661863,46.3980809553,8.4392965911,DA,15.1111190207,288686.582818627,1
325,0.9848665921,68.4996307362,-4.306300208,DA,82.9989457503,501732.429955155,0
326,0.743534253,70.5172537826,3.4432145162,DA,86.4216234535,828608.602052554,0
327,0.6710554922,95.0168621494,-5.3317769757,DA,1.4657406136,769944.683648646,0
328,0.5676470166,87.1805289993,0.3932266869,NE,64.2669205787,91385.1407822222,1
329,0.443014933,16.7983541731,1.5119566116,NE,83.6878703441,617985.843447968,0
330,0.8601881461,19.7315170895,4.1840388346,NE,73.1192473555,592259.317869321,1
